week,soldout,kcal,event,payday,weather,precipitation,temperature,holiday,kcal_isna,carry,remarks_isna,event_isna,weather_before1,payday_before1,payday_after1,year,month,quarter,day,sale_before1,moving_avg,temperature_avg,y
2,0,410.0,0,0,1,0,21.0,0,0,0,1,1,2,0,0,2014,65.23076923076923,3,0.8666666666666667,56.0,68.2,0.7374890254609306,62
1,0,396.0,0,0,2,0,21.6,0,0,0,1,1,1,0,0,2014,60.46153846153846,3,0.9,39.0,56.0,0.7585601404741001,56
4,0,398.0,0,0,1,0,25.1,2,0,0,1,1,1,0,0,2014,65.23076923076923,3,0.9333333333333333,65.0,58.0,0.881474978050922,39
0,1,380.0,0,0,1,0,23.4,1,0,0,1,1,0,0,0,2014,60.0,3,0.0,68.0,58.0,0.8217734855136084,65
3,1,440.0,0,0,0,0,29.1,0,0,0,0,1,1,0,0,2014,55.11764705882353,3,0.03333333333333333,53.0,56.2,1.0219490781387184,68
2,0,408.0,0,0,1,0,26.7,0,0,0,1,1,1,0,0,2014,51.57142857142857,3,0.06666666666666667,54.0,55.8,0.9376646180860404,53
1,1,405.0,0,0,1,0,26.5,0,0,0,1,1,0,0,0,2014,60.0,3,0.1,43.0,56.6,0.9306409130816506,54
4,0,380.0,0,0,0,0,30.2,2,0,0,1,1,1,0,0,2014,55.11764705882353,3,0.13333333333333333,68.0,57.2,1.0605794556628623,43
0,1,385.0,0,0,1,0,23.1,1,0,0,1,1,0,0,0,2014,51.57142857142857,3,0.23333333333333334,63.0,56.2,0.8112379280070238,68
3,0,460.0,0,0,0,0,26.8,0,0,0,1,1,1,1,0,2014,55.11764705882353,3,0.26666666666666666,54.0,56.4,0.9411764705882354,63
2,0,450.0,0,1,1,0,25.0,0,0,0,1,1,1,0,0,2014,51.57142857142857,3,0.3,53.0,56.2,0.877963125548727,54
1,0,385.0,0,0,1,0,21.9,0,0,0,1,1,0,0,1,2014,51.57142857142857,3,0.3333333333333333,115.0,70.6,0.7690956979806848,53
4,0,406.7826086956522,0,0,0,0,27.3,2,1,1,0,1,0,0,0,2014,51.57142857142857,3,0.36666666666666664,56.0,68.2,0.9587357330992099,115
3,0,438.0,0,0,0,0,28.8,0,0,0,1,1,1,0,0,2014,56.11764705882353,3,0.5,49.0,65.4,1.0114135206321335,56
2,0,430.0,2,0,1,0,25.0,0,0,0,0,0,1,0,0,2014,60.0,3,0.5333333333333333,46.0,63.8,0.877963125548727,49
1,0,395.0,0,0,1,0,24.1,0,0,0,1,1,1,0,0,2014,51.57142857142857,3,0.5666666666666667,45.0,62.2,0.8463564530289729,46
4,0,400.0,0,0,1,0,23.6,2,0,0,1,1,0,0,0,2014,60.0,3,0.6,29.0,45.0,0.8287971905179984,45
0,0,395.0,0,0,0,0,25.2,1,0,0,1,1,1,0,0,2014,60.0,3,0.7,59.0,45.6,0.8849868305531168,29
2,1,408.0,0,0,1,0,24.8,0,0,0,1,1,1,0,0,2014,60.0,3,0.7666666666666667,50.0,45.8,0.8709394205443373,59
1,0,394.0,0,0,1,0,25.4,0,0,0,1,1,0,0,0,2014,60.0,3,0.8,45.0,45.6,0.8920105355575066,50
4,0,406.7826086956522,1,0,0,0,27.1,2,1,0,0,0,0,0,0,2014,56.11764705882353,3,0.8333333333333334,56.0,47.8,0.9517120280948201,45
0,1,404.0,0,0,0,0,26.6,1,0,0,1,1,0,0,0,2014,56.11764705882353,3,0.9333333333333333,40.0,50.0,0.9341527655838456,56
3,0,398.0,0,0,0,0,28.1,0,0,0,1,1,0,0,0,2014,60.0,3,0.9666666666666667,134.32142857142858,134.32142857142858,0.9868305531167693,40
